daatalekapotunnaa,1
half,2
thelika,2
hall,1
veedu,1
pillo,1
shrungarabhava,1
pedha,1
kuuda,1
pilla,1
postman,1
moosi,1
nachakapothey,1
mudi,1
oosedhani,1
marindhi,1
misala,1
sayantra,1
kaastha,1
abbayi,1
choosukunta,1
mokka,1
paristhithi,1
ilane,1
naavente,1
thala,1
muchata,1
peddha,4
koncha,4
ayyayi,2
vedanemito,2
telusa,1
arda,2
gandha,1
pilusthundi,1
hadavidi,1
elladaati,1
chadivevala,1
gurthundi,1
alupantuu,1
result,1
chevilo,1
thama,1
chesthunanu,2
kante,1
thelisedhi,2
kanti,2
cheyata,1
resume,1
malachagalavu,1
udhyoga,3
thanu,5
i,1
dhaanni,1
chira,1
the,1
thana,8
thi,1
thank,1
tho,7
pattukoboyadu,2
alochida,1
roju,5
malachanaa,1
kodigaduthuunnadante,1
ayyayyo,1
correct,1
paruvadame,1
haddhulelevu,2
edurantuu,1
alochidam,1
vaadu,3
manchike,1
navvindi,5
poyavura,1
alupe,1
andhincha,1
pai,4
chusthundakudaa,1
mudoo,1
apude,1
atlant,1
akali,2
adrushtavanturalivamma,1
leni,3
jaghana,1
vadini,1
sahaya,1
dhochukundhi,1
chereti,1
meedha,2
thaakuthondhi,1
intha,1
postmaster,1
padukunnaventii,1
paduchu,2
premakudaa,1
kalisaanu,1
dhaanikemo,1
nippu,1
prathi,3
thhundi,1
room,3
better,1
emanalo,1
thelusthundi,2
yedathegani,1
nuvvani,1
prakatana,1
paduthu,3
lalana,1
anukunna,2
hindhoola,1
nuvvaalote,1
niliche,1
mallli,1
edalo,1
kuragaayala,1
munigi,1
paiga,3
vintha,2
pampinchsara,2
thelida,2
todigena,1
vasumathi,1
gucchi,1
arusthunadu,3
pettesaru,2
sari,1
rojuroju,1
sare,6
ikkada,3
andaridhi,1
nuvvele,1
wait,4
queen,1
sheshuni,2
anda,1
andariki,1
vihara,1
ekkuve,1
manase,1
ekkuva,2
vantaneyanaa,1
gadichindi,5
suryodaya,1
chika,1
vacharu,4
aapukovalo,1
andi,2
manasa,1
manasu,4
yekada,1
edane,1
cheppina,2
vaara,1
edipincha,1
manasulo,3
daachaleni,1
pakkana,2
gurthochadu,1
arichadu,2
vekkiristhuntadu,2
vallandariki,1
adiga,1
laa,1
alochanalo,1
chesthunadu,2
okkokari,1
alochanalu,1
annayii,1
cheyna,1
maname,1
adigainaa,1
notloki,1
avvu,2
chedda,1
himalayana,1
okkokaru,1
datisthale,1
paiki,2
parvaledule,1
kaatukane,1
naalokamai,1
madhya,1
vachayi,2
chupinchadu,2
debba,1
girlfriend,1
anesariki,1
vallidarini,1
selavu,1
anumana,1
salaha,1
vayyaari,1
kanulane,1
cheppabothundi,1
ventane,2
evarini,2
vaali,1
hrudaya,1
levu,2
evaro,2
anukunte,2
thara,1
evaru,2
busy,1
anukuntu,1
asmaika,1
aashakudaa,1
appudu,9
sheshuki,1
tharu,1
nunchi,1
thelisindhira,1
vaana,2
vaalada,1
vicchinattuga,1
matalani,2
nuvvemo,1
andarini,2
ruchu,1
chudatamenti,2
naalonaa,2
cherave,1
nadusthu,1
appudappudu,1
padi,1
thelusa,2
preu,1
cheya,1
sirimuvva,1
appude,2
thelusu,1
cheyi,1
taarale,2
pada,2
meeting,1
pattukunnaru,2
aagave,1
kona,1
pettukunna,1
evvariki,1
kavvintha,1
sokula,1
vishaya,2
padindhi,6
lantidi,1
aasa,3
karle,1
cheppadu,3
thodugaa,1
two,1
aaru,1
poo,1
adentamma,2
chandamama,1
maata,4
picha,2
cherakudaa,1
yepudu,1
thayaru,3
velupatti,1
yepudo,1
magamaasa,1
badhulega,1
premane,2
anganga,1
maare,1
melliga,2
annaya,1
premani,1
preminche,1
tirugutunnaa,1
puvvulani,1
kadhile,1
lekunda,1
vayasu,1
kosa,5
cheppaka,1
somavara,2
anni,5
kaalu,1
thsukelthundata,2
padhe,1
anna,2
pelli,5
raaledhani,1
agraharala,1
hai,1
veyyi,1
chepda,1
school,1
pralaya,1
annavu,2
vesina,1
antaadu,2
padha,1
aata,1
thisukelindi,2
chilipi,2
cheppala,1
tension,1
cheyakapothey,1
ishtama,2
hrudayane,1
bakra,1
kori,1
lechi,6
maarchagalavu,1
hrudayani,1
maati,1
vesaadu,1
chali,2
teluginti,1
chalo,1
cheppaku,1
enda,1
nindenu,1
peru,5
prana,4
aadada,1
odarchindi,2
kaani,10
chudanivvu,1
kaanuka,1
entha,1
start,2
chusthe,3
chusthanu,1
koti,1
ooha,1
laagindaa,1
chevi,1
nijamegaa,1
entho,1
chusesariki,1
chusthu,2
time,3
gathamantha,1
meeru,1
aaye,1
aachandhra,1
kaliyugame,1
thamalapakalle,1
cabinlo,1
poolathotakudaa,1
prati,1
cheppu,3
endaina,1
vaipu,4
nidura,1
anukuna,1
cheppi,3
anukuni,3
cheppa,1
nindali,1
antunnaru,2
cheppanu,4
cheppe,1
gelichava,1
paatalle,1
maatikadhe,1
thakkuva,1
andhulona,1
chirakaala,1
pudhota,1
dhairya,1
namaka,2
annaru,2
chappudo,1
sooreedu,1
nakaithe,1
esari,1
vadiki,1
padukundi,2
thanalo,1
maaya,1
manuvarala,2
antu,6
choosya,1
cheppalo,1
sheshutho,1
cherindi,2
chese,1
vachinda,2
chesi,7
pani,3
vachindi,8
pane,1
gaali,1
anukunnanu,2
thechukundi,2
kooda,1
vadhilesa,1
oppukunta,1
nadusthunaru,2
thambola,1
manasunne,1
kallalo,3
cheppane,1
chirugaale,1
gamana,2
chesina,1
doma,1
ante,5
rendaksharaalato,2
anta,1
parvaledu,1
kaugilinthalona,1
ippatlo,2
chal,1
door,1
jaraganivanu,2
mudhe,1
chepparu,4
evvarini,1
chirunavu,1
lonalonne,1
papa,1
thega,1
kavali,2
unndae,1
krishnani,1
day,2
kanne,1
poocheti,1
merisi,1
peduthava,2
mucchataadagaa,1
thasmaika,1
divvela,1
undakaa,1
chuppulo,1
campu,1
innellu,1
muddhe,1
cheli,2
needenaa,1
kudaa,5
request,1
thanani,3
vinivinapinchanatlu,1
ittaage,1
samayaana,1
cheppesindi,2
marchava,1
samadhana,1
nellu,2
eroju,4
ekkesindi,2
mariche,1
maricha,2
cheppestha,2
eppatinundi,1
choodaalanukuntunnaa,1
mudhra,1
neevele,1
theja,1
neelone,1
patti,1
vasthundile,1
neeloni,1
okka,3
nundi,2
enni,3
abba,2
sajna,2
vachadaa,1
papalo,1
navvutho,1
alavatu,1
nachithe,1
meerantha,2
you,1
choodana,1
parichaya,1
silpamlaa,1
swaasa,1
shock,5
chesthunnadu,4
daarichoopada,1
sambara,1
thiyanaina,1
mabbullone,1
jallanta,1
nache,1
chudagalavu,1
nuvve,5
vaadini,1
nuvva,1
manasantaa,1
velautha,1
aananda,1
pramidhalaantidi,1
paravasamai,1
neelaa,1
maree,1
anandabashpa,1
parigethindi,2
vaddhu,4
padukunemundu,1
dhe,1
pulakintha,1
adagagane,1
chin,1
matladata,1
vippi,1
ekkado,1
dho,1
navvuthunte,1
gamaninchu,1
anumathi,1
chepthunav,2
ivevi,2
laghana,1
pillalni,1
baama,1
chaduvukoledu,1
thalli,1
chamaka,1
adugestha,1
gadhi,3
matladali,3
ivvu,1
podhune,2
danni,1
nammaka,1
journey,1
test,1
adugu,3
nammesa,1
digulantuu,1
ivva,2
alochana,3
adugulega,1
vevela,1
month,1
bhaya,2
final,1
sthiranga,1
ekkesi,1
antunte,1
ayipotharu,2
loan,1
tanu,1
waiting,1
vachina,1
polikaa,1
lekka,1
paradha,1
rakaluga,1
ento,2
nuvvu,7
veluki,1
kshana,2
nilchundi,2
gudilo,2
mabu,1
ananda,2
asalemaindi,1
cheyalsinde,1
misa,1
company,3
santhoshani,1
abbayena,2
maranammu,1
chudu,2
vidipodhe,1
ayite,1
akkadanundi,1
enti,10
modalayyayi,2
yekkada,1
mucchataina,1
enta,1
marokkatai,1
huh,2
vellipoyindi,11
babu,2
jagadana,1
sumashayana,1
emanukuntunav,2
inka,7
jagha,1
sagindi,4
thappa,2
thisukunda,1
daari,2
maarchanaa,1
unnadani,1
ranevacharu,2
gundetho,1
preme,1
meeda,2
prema,7
ayina,4
chepthav,1
premisthunnanu,2
undali,1
reppa,1
pilavaleka,1
thinalekapoyindi,2
malichi,1
deepa,1
pilavala,2
bayaluderindi,2
thechi,1
alantidhi,1
cheppindi,9
kokati,1
maa,5
edusthunavu,2
kuudabetti,1
kastha,3
premalekha,1
vasthundi,2
raledha,2
neetho,3
vasthunda,2
madhyana,1
mat,1
dhadhan,1
madhyane,2
jaruguthundo,2
ganthuthone,1
kavithala,1
mandi,1
memu,1
maarchana,1
aakasamandukunnaana,1
mande,1
thisukuni,3
inko,1
chudata,3
kothakudaa,1
velladu,2
malichena,1
undhi,1
feel,1
padithe,2
kaadu,6
petti,3
vellina,1
inni,2
yedhani,1
nenani,1
alavaate,1
naatho,1
oohalonu,1
uppeno,1
fine,2
ashcharyapothunav,2
kaada,1
avuthu,1
cheppelakudaa,1
nuvvannachote,1
brudha,1
gurthupattaru,2
santhoshanni,1
pilichi,1
heart,2
ivada,1
sardukupoda,1
priya,4
abbayiki,1
mandhara,1
bahumathi,1
antunnav,4
ayyadu,2
yekkillu,1
bhoopala,1
radha,12
position,1
pilichavaa,2
yedhalo,2
best,1
mee,4
vasthunnayi,1
baaga,1
pudikala,1
abbayini,2
yedhala,1
modalukuda,1
idigo,1
modalaindani,1
kaligenule,1
meghaalalo,1
kalalanu,1
manchithana,1
peruthone,1
avuthayi,1
janamalo,1
chaduvakunda,1
modalupettara,1
thiduthundi,1
arere,1
bandhalanni,1
mamu,1
bank,1
kirana,1
loki,1
unnachota,1
bhoga,1
nuvvunte,1
manumadini,1
thisukoboye,1
ningilo,2
kasthakastha,1
pattukuni,2
pravaralo,1
nilipaavura,1
loka,2
annodhu,2
prematho,2
evara,1
madanapaduthundi,2
radhamma,1
ayopothey,1
okarini,1
lona,2
neekemaina,1
manasathuna,1
perune,1
nachadu,3
rathri,1
butterfly,1
deeniki,1
perunu,1
kurcho,1
unikini,1
vachesi,1
chirunavvu,1
expression,1
raledu,2
ammayi,2
cheyada,1
vachaka,1
gadichipoyayi,4
pattinchukovada,1
mana,7
velda,1
sahayapadu,1
open,1
anukuntaadoo,1
laksha,1
thammudi,1
sandadi,1
santhoshanga,1
thammudu,2
inketi,1
suchana,1
kurchomannaru,1
surprise,1
chusi,4
moyaleni,1
please,2
navarasame,1
ammayila,1
idi,5
vasthu,1
vellagane,2
flying,1
devadaaru,1
romant,1
cheyyana,1
vallu,5
thanatho,2
apple,1
vachanu,2
jagamantha,1
kaanthi,1
maru,1
apply,1
merupu,1
poodota,1
sandi,1
anukunadi,2
theliyani,3
andaru,4
sarlu,2
prasnalle,1
thisuko,1
pode,1
nuvu,1
vunte,1
valle,1
mari,3
valla,6
yenno,1
choodakudaa,1
emaindi,6
mudhuga,1
bava,1
medhadu,1
vellaru,1
akkadiki,1
loto,1
aduguthunte,1
balcony,1
chusava,1
preparation,1
thandri,1
chupu,2
kanukai,1
gilli,1
veluthurilo,1
adigindi,6
kosame,1
dharilo,1
cheyanu,2
vachadu,4
dimparu,2
akka,4
lagaa,1
samaya,1
vyaparamtho,1
alochisthanu,1
mata,4
thandru,1
chadaranivva,1
dabbu,1
thatha,1
chakkakudaa,1
love,2
dhariki,1
mudipadani,1
parugu,1
hrudayamutho,1
kurchomannadu,2
nachali,1
thittukuni,1
fall,1
kuda,6
pedhavulako,1
chusa,2
cheliyaloni,1
cheyakapoyi,1
cheyalo,1
chusindi,2
ippude,1
cheyali,1
velli,4
ippudu,8
manamanta,1
sagaaru,2
pedhala,1
aaroju,1
first,3
ika,12
voice,1
ullikipadi,1
gundelonaa,1
ayyava,1
naatya,1
anagane,1
chikaku,1
dham,1
ila,8
chesuko,1
merisele,1
gelichesava,2
perigipothundi,2
baya,1
edi,1
mayalle,1
edo,7
raanaa,1
anaku,1
ichadu,2
matale,1
chukkalani,1
ayyindi,2
baava,1
ayithe,3
nachachepthuu,1
kovvu,2
sheela,1
poni,1
pulakarinchindhi,1
thelusukuni,1
ishtam,1
natho,2
paper,2
swarga,1
chesthunaru,2
theliyadu,1
adugesa,1
untundi,3
anukundi,7
neella,1
swara,1
kshanama,1
thittaleka,1
santhosha,2
rush,1
kshanamu,1
puvvu,1
prasna,1
thanuve,1
nija,2
matladukuntundakudaa,1
year,1
challani,1
anipinchinda,2
aasatho,1
ningi,1
sameera,1
undipoyindi,2
varnala,1
raa,3
banjarlonu,1
edusthunte,1
jabille,1
thallakindhulauthu,1
thandriki,1
adivara,1
ram,1
kalala,1
thittalsindi,1
gunde,1
rasmaika,1
unnavo,1
innaa,1
selection,1
stop,2
sheshu,5
batalani,1
cheppagane,1
shasivadhana,1
nerchukova,1
thattukoleka,1
venello,1
jathakudaa,2
nijam,1
anochu,1
sundhara,1
neekosa,1
aah,1
itupaina,1
anandam,1
chirunavvulatone,1
antavu,2
nadipe,1
paripothadu,2
vadilesi,2
unnava,2
oohalemito,2
mella,1
velluvaina,1
sambandaa,1
chinuku,1
photo,2
iru,1
kula,1
poddhune,2
sahayapaddado,1
matladukuni,1
daachipettukunta,1
swagatha,1
alochisthu,1
cheyochuga,2
jariginavi,1
kadaa,3
thamaka,1
padala,1
rakatho,1
thirigi,2
nachuthundi,1
post,1
sukumara,1
avvandi,1
nachaledu,1
vekuvalo,1
ela,5
vandhella,1
jeevita,1
ishtaale,1
padaka,1
ade,1
kudirinantha,1
saagara,2
vimanamantha,1
vodilo,1
adi,5
unnaru,6
valliddarini,1
ekki,2
itu,4
neek,1
yedo,1
amayakuraa,1
manesindi,2
yeda,1
vachi,6
vachesariki,2
ghantalanni,1
vache,1
avthale,1
taluchukune,1
vacha,2
aracheta,1
vaaluthundakudaa,1
emi,8
pettindi,2
urukoleka,1
ayindi,9
vyapari,2
choosi,1
ayindo,1
chesaaru,2
choosa,2
muripaana,1
anabothune,1
gukkilla,1
dukana,1
sahayapaduthuntaadu,1
hariville,2
akkada,1
evarandi,1
avuthundi,7
undi,8
unde,1
kummarinchi,1
ninu,1
choopaleni,1
cheyaleka,1
ichesi,1
college,2
thadisya,1
levara,2
vyakthi,1
naa,9
haaraalanni,1
aduguda,1
poolanni,1
ninnu,5
ikkadiki,1
pothaye,1
chota,1
ninne,1
vunna,1
chesukuntu,1
kadipindi,2
unnanu,2
vechi,1
pettanu,2
saayantra,1
sandhya,1
okaru,1
daggariki,3
nelo,1
ohoo,1
peddhakudaa,3
dhidhe,1
kadha,2
sariga,1
appatike,1
chinne,1
gagananni,1
ulikipadindi,2
chinni,1
nela,3
thiyakudaa,1
nisi,1
lokamlo,1
hammaya,1
busyga,1
okati,1
anandha,1
vundara,1
poyi,1
cheppukuni,1
mothaniki,1
poye,1
gundelo,2
rendella,2
preminchana,1
nenu,7
gundelu,1
nee,18
paadada,1
chesav,2
ala,4
thellarindi,2
thinesaru,2
rekka,1
nene,4
already,1
alaa,4
chinna,6
moda,3
valaa,2
prapanchamelu,1
prasanthamaina,1
hrudayanne,1
thirageyatam,1
unit,1
vinivinanattu,1
yela,1
chesthundi,4
hrudayanni,1
padata,1
kashtaalaina,1
cherindhi,1
chesthunav,3
anindi,4
pettukunnaru,2
ana,1
and,1
iddariki,1
thirigaayi,2
ane,2
korika,1
ani,13
ethi,1
shani,1
premayyindhe,1
chamurula,1
chudagane,3
tappukuntu,1
raayanaa,1
super,3
untundani,2
sonta,1
paataipotaaye,1
nakem,1
emaina,3
maintain,1
thapana,1
jaa,1
exa,1
chadivinchukuntunnadu,2
jam,1
annual,1
nannu,6
adugulo,2
appatlo,1
kashtapaduthunnaru,2
moha,3
nanne,5
navvuthunav,2
pedithe,1
mouna,1
tharuvatha,1
nanna,8
ayipoyayi,2
letter,2
unna,4
sirimallela,1
ishtapaduthunnanu,1
jariginadi,1
premisthune,1
cheekatini,1
saamraajya,1
pandalanta,1
veyellu,1
vaakilu,1
are,1
saannidhya,1
watchman,1
panchu,1
puyakudaa,1
kalaa,2
maatale,1
thellaadi,1
neeru,1
veyyanaa,1
asa,7
naku,2
call,2
andalele,1
navvukunnaru,2
neere,1
emanukuntado,1
haayi,1
manchi,3
neeve,2
pindi,1
theerikaa,1
sagame,1
chudani,1
nanu,2
janmantha,1
thalicha,1
manakathe,1
ata,1
chelikallai,1
thitta,1
ishta,2
vachan,1
jantakudaa,2
ashcharya,1
lokamantha,1
antadu,2
atu,1
teeyani,1
thoti,1
lekkaveste,1
veelanu,1
madhilo,1
chusukovataniki,1
girl,1
aagiponi,1
haarmonika,1
maaripoya,1
shop,1
color,1
chesindi,4
alle,1
virisele,1
antundi,3
mellona,1
navvata,1
kurchundi,4
anoddani,2
nelera,1
jagamuna,1
valentine,1
naligipona,1
pettadu,3
vinattundi,1
madhine,1
malli,6
navvaru,2
malle,1
unte,3
bagodhemo,1
layanadiga,1
jeetha,1
nizamai,1
soonya,1
neevalle,1
sekanu,1
neevalla,1
allarilaa,1
pogotav,2
thirageyata,1
modalu,1
vollo,1
kaluputoo,1
aakhariki,1
pettina,2
naayakaa,1
entamma,2
poojale,1
phone,4
mosa,1
thalape,1
daaginattu,2
praana,1
adigadu,2
andaala,1
repu,1
haara,1
matladanivaledani,2
poovu,2
vaanala,1
pilicharu,1
vellabothunte,1
arrere,1
ikapaina,1
veda,1
kattinchindi,2
cheyatledu,2
unnaana,1
aameloni,1
manthanaa,1
velugantuu,1
great,1
enduku,7
kottadu,2
adhigo,1
pedhavitho,1
naakemo,1
veldama,1
luck,1
chaduvuthu,1
santhosa,1
chesthu,1
sarigamana,1
vinipinchindi,2
munchu,1
nuv,9
kanuka,1
chusthuu,1
premalle,1
gaja,1
chaduvuthundi,2
kalavataniki,1
ichi,1
nava,2
bamma,1
market,3
ayipoyi,1
gundello,3
gelichaavura,1
job,3
chesthunavanukunna,1
sarena,2
maaruthunaa,1
ayipodha,1
jaari,1
hoyale,1
chinnadi,1
adde,1
thittukundi,1
kallu,4
ippinchav,1
saa,1
undalenu,1
pranaya,1
gadhilo,1
arrang,1
chupulu,1
kalla,1
chupinchi,1
eppudaina,1
reppanta,1
vollantha,1
chotedhaina,1
anubhandha,1
financialga,1
villuni,1
ayipoyaaru,2
niluthuna,1
snehithu,1
savvadi,1
sarele,2
unnayi,2
udhyogaa,1
chesthe,1
nannalle,1
devudu,3
keka,1
bad,1
modata,2
gurthukosthunnayi,2
dinchukuni,1
aadivara,1
pilavaddani,2
rendo,1
cheppamante,1
radhaki,1
vididhi,1
rendu,4
inthalo,4
modati,1
aa,13
edurayindaa,1
ramu,2
alochisthuu,1
dooramainaa,2
naadi,1
rende,1
chusthunaru,1
gilichanu,1
kudabetti,1
tharagathi,1
raave,1
pottalo,1
baagane,1
alane,1
adhi,1
intiki,6
mathi,1
vellipoyadu,1
paala,1
bu,3
vela,1
kadu,2
chusthunava,2
thikkodu,1
snehame,1
iddamani,1
ellu,1
vele,1
kada,5
vellataniki,1
hrudayamuke,2
maroka,1
cheyakapoyesariki,1
edchesindi,4
vacchi,1
naakante,2
oopire,1
muchatlu,1
interview,2
swapna,1
thigalatho,1
payana,3
bee,1
madhana,1
di,1
rasa,1
kavata,1
lepasaagindi,2
thondarakudaa,2
du,1
theera,1
shalli,1
neevanta,1
ee,10
paapanta,1
sandrala,1
vellosthanu,2
em,6
viduchu,1
antha,4
cheyanaa,1
paata,1
oohinchalenu,1
kalipesthadu,1
anthe,1
kanneellendhuku,1
oopiralle,1
ethata,1
mathra,7
sambanda,1
cheppaleka,1
vidudhale,1
theese,1
little,1
naaku,10
tharuvaatha,1
dhinchagalavu,1
adigilope,1
jaruguthunnayi,2
veliginchu,1
manassune,1
theepi,1
ga,11
derindhi,2
mundu,2
annadi,4
venta,2
ramana,1
alaakudaa,1
anivaipulla,1
chestharu,2
dhuranga,1
munde,1
nuvele,1
tharunana,1
annadu,6
thaluchukuni,1
aagali,1
bayata,1
nimisha,1
pranamga,1
nilichavura,1
hi,1
select,1
hr,2
vesa,1
nerputha,1
thanks,1
navvu,2
telutunnaana,1
edurayye,1
varadhala,1
vennelo,1
in,1
megha,1
naatanaa,1
is,1
naalo,1
navvi,2
announce,1
rava,2
tholiganeena,1
vennela,1
inkoka,1
mounamlaa,1
hello,1
prasthutha,1
perlu,1
matladindhi,2
vallane,1
neeku,13
paatu,3
badilo,1
lenidhi,1
kalige,1
vasthunaru,1
thaapi,1
neeke,1
amayakuraalu,1
chaalu,1
okkati,1
vallani,1
dheevi,1
muddhulicchukona,1
ki,10
ayyi,3
ayye,1
krishna,6
ku,1
laago,2
joke,2
premabaatalo,1
chesthamu,1
naalone,1
vese,1
kala,4
laaga,4
le,5
naalona,1
valapu,2
cheppatledu,2
lo,9
lakshanamga,1
siga,1
sign,1
office,4
locket,1
vechindhi,1
dhaati,1
ma,1
ganta,1
madhyatharagathi,1
poola,2
asale,3
baadha,6
neelu,1
tholi,1
chaala,5
neelo,1
kantunnadi,1
yeppudu,1
entry,1
samaadhana,1
subha,1
na,6
asalu,1
neeli,1
ne,6
oho,1
oohala,1
viriyakudaa,1
ni,6
neela,1
yeppudo,1
matalaade,1
no,2
dikku,1
kurchunentha,1
veyi,1
edho,1
padivelu,2
untunnanu,3
head,1
antav,2
pettesindi,2
vintunnaa,1
of,1
vachinanduku,1
oh,2
dhorikithina,1
saaswatamanukona,1
on,1
oo,4
thone,1
chance,1
manasaa,1
theerchaalira,1
pa,1
premisthunanu,2
orei,1
chesaru,2
ayipoyindi,2
padudaa,1
valana,1
kottiparesindi,2
kaledu,2
dhoora,1
ssc,1
oka,9
premikudigaa,1
priyuraala,1
thondara,1
namme,1
registered,1
ilantidi,1
lokagyana,1
vaagalle,1
brahmmagaariki,1
kallatho,1
manthrame,1
friend,3
raaga,3
paina,3
kasi,1
vodilenge,1
neethona,1
thudchukuni,1
jeevitamantaa,1
aalakinchindhi,1
ole,1
kalisindi,2
them,1
badha,2
vachesindi,4
vara,2
matladukunda,1
ra,3
tiffin,1
nischitharda,1
ri,1
paravi,1
adugenaa,1
pallakeeni,1
andincha,1
rojurojuki,1
conference,2
daggara,2
shatruvu,1
yoga,1
theegala,1
kumilipoyindi,2
edusthunav,2
raadu,1
vellindi,5
lecture,1
chesthadu,2
premaa,1
cheppaledaa,2
silent,2
okatiga,1
manager,1
yentho,1
shatha,1
unnade,1
raade,1
pilichaavura,1
sahayamga,1
nachesav,1
daachukoku,1
flower,1
cheyyi,1
neehara,1
adavinaina,1
tokkada,1
th,1
unnadu,4
unnadi,1
vanta,2
mundhe,1
story,1
viduvadame,1
bus,1
matladukovachu,1
separate,1
bhayam,1
marimari,1
paluku,1
yella,1
jarigindhi,1
ooo,6
karigincha,1
nuvvega,1
thelipothuu,1
veldamani,1
kavatamledu,1
saganivvanu,2
icchinaave,1
kocha,1
matalade,1
vachindii,2
penchanaa,1
kalisa,1
kalpithe,1
devudini,4
thecche,1
puri,1
kalisi,4
velata,1
bomma,2
varsha,1
life,1
yekkda,1
baagunnaru,2
chindhulese,1
dani,1
haan,2
honey,1
saawaasa,1
vasthara,1
paduthunav,2
sangeeta,1
idhega,1
amma,14
haayiga,1
vesindi,3
mathrame,1
cheppodu,1
niladisaadu,2
gundelothu,1
nuvvina,1
kakapoyina,1
vethikithe,1
anipinchindamma,2
nagumomai,1
thodalle,1
nadhicha,1
anumanam,1
sree,1
telusaa,1
ye,3
snana,2
nachesadu,2
kindha,1
adagada,1
kotla,1
chetilo,1
priyaraaga,1
akkani,1
pilavachu,1
come,1
siru,1
adigindhi,2
mellakudaa,1
lift,3
rangu,1
prananga,1
teeyyanee,2
lenantha,1
vellanta,1
sodhalo,1
antuu,1
vethakana,1
santaka,1
preminchanani,1
amayakudila,1
anandaniki,1
officelo,1
qualityni,1
idhe,1
nindanga,1
idhi,1
mabbulone,1
pattinchukovatamledu,2
lede,1
bongaramalle,1
tippalo,2
raasa,1
rojukunna,1
thodigenaa,1
kalaha,1
putti,1
rodhaseeni,1
thisukellindi,2
enggineeringu,1
manassu,1
pillako,1
pedhaala,1
pando,1
kalakaala,2
thelchadu,1
noorella,1
pandu,7
janmala,1
jagame,1
kalaluga,1
kashtapadi,1
grahaa,1
iddaru,4
gurinchi,4
car,1
champa,1
parichchayame,1
rayabothunna,1
mugisedhi,1
ready,3
arichindi,2
madilo,1
iddara,1
thineyanu,1
santosha,2
halchul,1
choodamma,1
kotta,1
manakai,1
brathukantha,1
match,1
satya,1
avasara,1
vidadheeyalemanta,1
cheppalannade,1
vaddhananu,1
podhamu,1
choostunnaa,1
ledu,17
siggu,1
